Product Name,Set,Card Number,Rarity,Variance,Grade,Card Condition,Quantity,Series,File Name
Terrakion ,White Flare,054/086,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Terrakion 
Trubbish ,White Flare,059/086,Common,Reverse Holofoil,Ungraded,Near Mint,3,Scarlet and Violet,Trubbish 
Vanillish ,White Flare,028/086,Common,Reverse Holofoil,Ungraded,Near Mint,2,Scarlet and Violet,Vanillish 
Vullaby ,White Flare,063/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Vullaby 
Woobat ,White Flare,036/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Woobat 
Zweilous ,White Flare,066/086,Common,Reverse Holofoil,Ungraded,Near Mint,1,Scarlet and Violet,Zweilous 
Aegislash V ,Vivid Voltage,126/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Aegislash V 
Aegislash VMAX ,Vivid Voltage,127/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Aegislash VMAX 
Aegislash VMAX (Secret) ,Vivid Voltage,190/185,Secret Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Aegislash_vmax_sec
Dialga ,Vivid Voltage,121/185,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Dialga 
Drapion V ,Vivid Voltage,106/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Drapion V 
Drapion V (Full Art) ,Vivid Voltage,175/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Drapion_v_fa
Duraludon ,Vivid Voltage,129/185,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Duraludon 
Dusknoir ,Vivid Voltage,071/185,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Dusknoir 
Galarian Darmanitan V ,Vivid Voltage,036/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Galarian Darmanitan V 
Galarian Darmanitan VMAX ,Vivid Voltage,037/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Galarian Darmanitan VMAX 
Galarian Sirfetch'd V (Full Art) ,Vivid Voltage,174/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Galarian_Sirfetchd_v_fa
Hero's Medal (Secret) ,Vivid Voltage,201/185,Secret Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Heros_medal_sec
Leon ,Vivid Voltage,154/185,Holo Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Leon 
Pikachu V ,Vivid Voltage,043/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Pikachu V 
Snorlax ,Vivid Voltage,131/185,Holo Rare,Holofoil,Ungraded,Near Mint,2,Sword and shield,Snorlax 
Steelix V ,Vivid Voltage,115/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Steelix V 
Talonflame V ,Vivid Voltage,029/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Talonflame V 
Togekiss VMAX ,Vivid Voltage,141/185,Ultra Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Togekiss VMAX 
Zacian ,Vivid Voltage,082/185,Amazing Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Zacian 
Zamazenta ,Vivid Voltage,102/185,Amazing Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Zamazenta 
Zygarde ,Vivid Voltage,093/185,Holo Rare,Holofoil,Ungraded,Near Mint,1,Sword and shield,Zygarde 
Alcremie ,Vivid Voltage,081/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Alcremie 
Allister ,Vivid Voltage,146/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Allister 
Aromatic Grass Energy ,Vivid Voltage,162/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Aromatic Grass Energy 
Arrokuda ,Vivid Voltage,041/185,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Arrokuda 
Banette ,Vivid Voltage,068/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Banette 
Bea ,Vivid Voltage,147/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Bea 
Beauty ,Vivid Voltage,148/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Beauty 
Beedrill ,Vivid Voltage,003/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Beedrill 
Beldum ,Vivid Voltage,116/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Beldum 
Blitzle ,Vivid Voltage,053/185,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Blitzle 
Charizard ,Vivid Voltage,025/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Charizard 
Charmander ,Vivid Voltage,023/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Charmander 
Charmeleon ,Vivid Voltage,024/185,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Charmeleon 
Chatot ,Vivid Voltage,139/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Chatot 
Chewtle ,Vivid Voltage,038/185,Common,Normal,Ungraded,Near Mint,3,Sword and shield,Chewtle 
Chimecho ,Vivid Voltage,072/185,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Chimecho 
Circhester Bath ,Vivid Voltage,150/185,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,Circhester Bath 
Clefairy ,Vivid Voltage,063/185,Common,Normal,Ungraded,Near Mint,3,Sword and shield,Clefairy 
Clobbopus ,Vivid Voltage,100/185,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Clobbopus 
Coating Metal Energy ,Vivid Voltage,163/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Coating Metal Energy 
Cottonee ,Vivid Voltage,075/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Cottonee 
Cramorant ,Vivid Voltage,040/185,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Cramorant 
Dedenne ,Vivid Voltage,077/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Dedenne 
Dewott ,Vivid Voltage,034/185,Uncommon,Normal,Ungraded,Near Mint,9,Sword and shield,Dewott 
Dhelmise ,Vivid Voltage,019/185,Uncommon,Normal,Ungraded,Near Mint,8,Sword and shield,Dhelmise 
Drednaw ,Vivid Voltage,039/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Drednaw 
Drilbur ,Vivid Voltage,091/185,Common,Normal,Ungraded,Near Mint,4,Sword and shield,Drilbur 
Drone Rotom ,Vivid Voltage,151/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Drone Rotom 
Dusclops ,Vivid Voltage,070/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Dusclops 
Duskull ,Vivid Voltage,069/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Duskull 
Eelektrik ,Vivid Voltage,058/185,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Eelektrik 
Eevee ,Vivid Voltage,130/185,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Eevee 
Electrike ,Vivid Voltage,051/185,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Electrike 
Excadrill ,Vivid Voltage,122/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Excadrill 
Exeggcute ,Vivid Voltage,004/185,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Exeggcute 
Exeggutor ,Vivid Voltage,005/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Exeggutor 
Exploud ,Vivid Voltage,137/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Exploud 
Ferroseed ,Vivid Voltage,123/185,Common,Normal,Ungraded,Near Mint,11,Sword and shield,Ferroseed 
Ferrothorn ,Vivid Voltage,124/185,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Ferrothorn 
Flareon ,Vivid Voltage,026/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Flareon 
Forretress ,Vivid Voltage,114/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Forretress 
Galarian Meowth ,Vivid Voltage,112/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Galarian Meowth 
Galarian Perrserker ,Vivid Voltage,113/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Galarian Perrserker 
Galarian Stunfisk ,Vivid Voltage,125/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Galarian Stunfisk 
Galvantula ,Vivid Voltage,056/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Galvantula 
Girafarig ,Vivid Voltage,065/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Girafarig 
Gogoat ,Vivid Voltage,018/185,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Gogoat 
Grapploct ,Vivid Voltage,101/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Grapploct 
Hero's Medal ,Vivid Voltage,152/185,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Heros Medal 
Hitmontop ,Vivid Voltage,088/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Hitmontop 
Jolteon ,Vivid Voltage,047/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Jolteon 
Joltik ,Vivid Voltage,055/185,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Joltik 
Kakuna ,Vivid Voltage,002/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Kakuna 
Krokorok ,Vivid Voltage,108/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Krokorok 
League Staff ,Vivid Voltage,153/185,Uncommon,Normal,Ungraded,Near Mint,1,Sword and shield,League Staff 
Loudred ,Vivid Voltage,136/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Loudred 
Lucario ,Vivid Voltage,120/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Lucario 
Lycanroc ,Vivid Voltage,095/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Lycanroc 
Magcargo ,Vivid Voltage,028/185,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Magcargo 
Manectric ,Vivid Voltage,052/185,Rare,Normal,Ungraded,Near Mint,8,Sword and shield,Manectric 
Memory Capsule ,Vivid Voltage,155/185,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Memory Capsule 
Metang ,Vivid Voltage,117/185,Uncommon,Normal,Ungraded,Near Mint,9,Sword and shield,Metang 
Mightyena ,Vivid Voltage,104/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Mightyena 
Milcery ,Vivid Voltage,080/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Milcery 
Moomoo Cheese ,Vivid Voltage,156/185,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Moomoo Cheese 
Mudbray ,Vivid Voltage,096/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Mudbray 
Nessa ,Vivid Voltage,157/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Nessa 
Nincada ,Vivid Voltage,013/185,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Nincada 
Ninjask ,Vivid Voltage,014/185,Rare,Normal,Ungraded,Near Mint,3,Sword and shield,Ninjask 
Nuzleaf ,Vivid Voltage,011/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Nuzleaf 
Opal ,Vivid Voltage,158/185,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Opal 
Oshawott ,Vivid Voltage,033/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Oshawott 
Phanpy ,Vivid Voltage,086/185,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Phanpy 
Pikipek ,Vivid Voltage,143/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Pikipek 
Pincurchin ,Vivid Voltage,062/185,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Pincurchin 
Pineco ,Vivid Voltage,008/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Pineco 
Poochyena ,Vivid Voltage,103/185,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Poochyena 
Quagsire ,Vivid Voltage,084/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Quagsire 
Riolu ,Vivid Voltage,090/185,Common,Normal,Ungraded,Near Mint,1,Sword and shield,Riolu 
Rockruff ,Vivid Voltage,094/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Rockruff 
Rocky Helmet ,Vivid Voltage,159/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Rocky Helmet 
Sableye ,Vivid Voltage,105/185,Uncommon,Normal,Ungraded,Near Mint,7,Sword and shield,Sableye 
Sandile ,Vivid Voltage,107/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Sandile 
Seedot ,Vivid Voltage,010/185,Common,Normal,Ungraded,Near Mint,12,Sword and shield,Seedot 
Shiftry ,Vivid Voltage,012/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Shiftry 
Shuckle ,Vivid Voltage,085/185,Uncommon,Normal,Ungraded,Near Mint,9,Sword and shield,Shuckle 
Shuppet ,Vivid Voltage,067/185,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Shuppet 
Skiddo ,Vivid Voltage,017/185,Common,Normal,Ungraded,Near Mint,10,Sword and shield,Skiddo 
Slugma ,Vivid Voltage,027/185,Common,Normal,Ungraded,Near Mint,3,Sword and shield,Slugma 
Stone Fighting Energy ,Vivid Voltage,164/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Stone Fighting Energy 
Swellow ,Vivid Voltage,134/185,Uncommon,Normal,Ungraded,Near Mint,4,Sword and shield,Swellow 
Swoobat ,Vivid Voltage,074/185,Uncommon,Normal,Ungraded,Near Mint,5,Sword and shield,Swoobat 
Taillow ,Vivid Voltage,133/185,Common,Normal,Ungraded,Near Mint,13,Sword and shield,Taillow 
Telescopic Sight ,Vivid Voltage,160/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Telescopic Sight 
Terrakion ,Vivid Voltage,092/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Terrakion 
Toucannon ,Vivid Voltage,145/185,Rare,Normal,Ungraded,Near Mint,2,Sword and shield,Toucannon 
Trubbish ,Vivid Voltage,110/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Trubbish 
Trumbeak ,Vivid Voltage,144/185,Uncommon,Normal,Ungraded,Near Mint,9,Sword and shield,Trumbeak 
Tynamo ,Vivid Voltage,057/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Tynamo 
Voltorb ,Vivid Voltage,045/185,Common,Normal,Ungraded,Near Mint,9,Sword and shield,Voltorb 
Wailmer ,Vivid Voltage,031/185,Common,Normal,Ungraded,Near Mint,5,Sword and shield,Wailmer 
Wash Water Energy ,Vivid Voltage,165/185,Uncommon,Normal,Ungraded,Near Mint,2,Sword and shield,Wash Water Energy 
Weedle ,Vivid Voltage,001/185,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Weedle 
Whimsicott ,Vivid Voltage,076/185,Rare,Normal,Ungraded,Near Mint,1,Sword and shield,Whimsicott 
Whismur ,Vivid Voltage,135/185,Common,Normal,Ungraded,Near Mint,8,Sword and shield,Whismur 
Woobat ,Vivid Voltage,073/185,Common,Normal,Ungraded,Near Mint,14,Sword and shield,Woobat 
Wooper ,Vivid Voltage,083/185,Common,Normal,Ungraded,Near Mint,7,Sword and shield,Wooper 
Wyndon Stadium ,Vivid Voltage,161/185,Uncommon,Normal,Ungraded,Near Mint,6,Sword and shield,Wyndon Stadium 
Yanma ,Vivid Voltage,006/185,Common,Normal,Ungraded,Near Mint,6,Sword and shield,Yanma 
Zebstrika ,Vivid Voltage,054/185,Uncommon,Normal,Ungraded,Near Mint,3,Sword and shield,Zebstrika 
Arrokuda ,Vivid Voltage,041/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Arrokuda 
Bea ,Vivid Voltage,147/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Bea 
Beauty ,Vivid Voltage,148/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Beauty 
Beldum ,Vivid Voltage,116/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Beldum 
Blitzle ,Vivid Voltage,053/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Blitzle 
Cara Liss ,Vivid Voltage,149/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Cara Liss 
Chewtle ,Vivid Voltage,038/185,Common,Reverse Holofoil,Ungraded,Near Mint,4,Sword and shield,Chewtle 
Chimecho ,Vivid Voltage,072/185,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Chimecho 
Clefairy ,Vivid Voltage,063/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Clefairy 
Clobbopus ,Vivid Voltage,100/185,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Clobbopus 
Dedenne ,Vivid Voltage,077/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Dedenne 
Dewott ,Vivid Voltage,034/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Dewott 
Dhelmise ,Vivid Voltage,019/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Dhelmise 
Duraludon ,Vivid Voltage,129/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Duraludon 
Dusclops ,Vivid Voltage,070/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Dusclops 
Dusknoir ,Vivid Voltage,071/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Dusknoir 
Duskull ,Vivid Voltage,069/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Duskull 
Eelektrik ,Vivid Voltage,058/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Eelektrik 
Eelektross ,Vivid Voltage,059/185,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Eelektross 
Eevee ,Vivid Voltage,130/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Eevee 
Electrode ,Vivid Voltage,046/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Electrode 
Exeggutor ,Vivid Voltage,005/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Exeggutor 
Ferrothorn ,Vivid Voltage,124/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Ferrothorn 
Flareon ,Vivid Voltage,026/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Flareon 
Galvantula ,Vivid Voltage,056/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Galvantula 
Gogoat ,Vivid Voltage,018/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Gogoat 
Grapploct ,Vivid Voltage,101/185,Rare,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Grapploct 
Hitmontop ,Vivid Voltage,088/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Hitmontop 
Joltik ,Vivid Voltage,055/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Joltik 
Kakuna ,Vivid Voltage,002/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Kakuna 
Krokorok ,Vivid Voltage,108/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Krokorok 
League Staff ,Vivid Voltage,153/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,League Staff 
Lugia ,Vivid Voltage,132/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Lugia 
Lycanroc ,Vivid Voltage,095/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Lycanroc 
Metagross ,Vivid Voltage,118/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Metagross 
Milcery ,Vivid Voltage,080/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Milcery 
Mudbray ,Vivid Voltage,096/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Mudbray 
Mudsdale ,Vivid Voltage,097/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Mudsdale 
Nessa ,Vivid Voltage,157/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Nessa 
Nincada ,Vivid Voltage,013/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Nincada 
Opal ,Vivid Voltage,158/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Opal 
Oshawott ,Vivid Voltage,033/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Oshawott 
Phanpy ,Vivid Voltage,086/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Phanpy 
Pincurchin ,Vivid Voltage,062/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Pincurchin 
Pineco ,Vivid Voltage,008/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Pineco 
Poochyena ,Vivid Voltage,103/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Poochyena 
Riolu ,Vivid Voltage,090/185,Common,Reverse Holofoil,Ungraded,Near Mint,7,Sword and shield,Riolu 
Seedot ,Vivid Voltage,010/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Seedot 
Skiddo ,Vivid Voltage,017/185,Common,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Skiddo 
Snorlax ,Vivid Voltage,131/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Snorlax 
Stone Fighting Energy ,Vivid Voltage,164/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Stone Fighting Energy 
Swellow ,Vivid Voltage,134/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Swellow 
Swoobat ,Vivid Voltage,074/185,Uncommon,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Swoobat 
Taillow ,Vivid Voltage,133/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Taillow 
Terrakion ,Vivid Voltage,092/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Terrakion 
Voltorb ,Vivid Voltage,045/185,Common,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Voltorb 
Wailmer ,Vivid Voltage,031/185,Common,Reverse Holofoil,Ungraded,Near Mint,4,Sword and shield,Wailmer 
Wailord ,Vivid Voltage,032/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Wailord 
Whimsicott ,Vivid Voltage,076/185,Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Whimsicott 
Woobat ,Vivid Voltage,073/185,Common,Reverse Holofoil,Ungraded,Near Mint,2,Sword and shield,Woobat 
Wooper ,Vivid Voltage,083/185,Common,Reverse Holofoil,Ungraded,Near Mint,3,Sword and shield,Wooper 
Zeraora ,Vivid Voltage,061/185,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,1,Sword and shield,Zeraora 
Entei Neo Premium File 2 (JP),Unnumbered Promos (2000),244,Promo,Holofoil,Ungraded,Near Mint,1,Miscellaneous,Entei_NPF2_jp
Torterra ,Unleashed,10,Holo Rare,Holofoil,Ungraded,Near Mint,1,HeartGold SoulSilver,Torterra 
Xatu ,Unleashed,11,Holo Rare,Holofoil,Ungraded,Near Mint,1,HeartGold SoulSilver,Xatu 
Beldum ,Unleashed,44,Common,Normal,Ungraded,Near Mint,4,HeartGold SoulSilver,Beldum 
Buizel ,Unleashed,45,Common,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Buizel 
Cheerleader's Cheer ,Unleashed,71,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Cheerleaders Cheer 
Cherrim ,Unleashed,28,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Cherrim 
Cherubi ,Unleashed,47,Common,Normal,Ungraded,Near Mint,3,HeartGold SoulSilver,Cherubi 
Dunsparce ,Unleashed,29,Uncommon,Normal,Ungraded,Near Mint,1,HeartGold SoulSilver,Dunsparce 
Energy Returner ,Unleashed,74,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Energy Returner 
Engineer's Adjustments ,Unleashed,75,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Engineers Adjustments 
Good Rod ,Unleashed,76,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Good Rod 
Horsea ,Unleashed,49,Common,Normal,Ungraded,Near Mint,3,HeartGold SoulSilver,Horsea 
Interviewer's Questions ,Unleashed,77,Uncommon,Normal,Ungraded,Near Mint,6,HeartGold SoulSilver,Interviewers Questions 
Judge ,Unleashed,78,Uncommon,Normal,Ungraded,Near Mint,1,HeartGold SoulSilver,Judge 
Kakuna ,Unleashed,32,Uncommon,Normal,Ungraded,Near Mint,2,HeartGold SoulSilver,Kakuna 
Larvitar (51),Unleashed,51,Common,Normal,Ungraded,Near Mint,4,HeartGold SoulSilver,Larvitar 51
Life Herb ,Unleashed,79,Uncommon,Normal,Ungraded,Near Mint,5,HeartGold SoulSilver,Life Herb 
